i,name,SMILES,unique_string
13960,C3H5(145) + C6H9O2(54246) <=> C3H6(12) + C6H8O2(54259),[CH2]C=C+C=C(O)CC=C(C)[O]_C=CC+C=C(O)C=CC(C)=O,50+1502=15+1503
13961,C4H7O3(184) + C6H9O2(54246) <=> C4H8O3(117) + C6H8O2(54259),CC(CC=O)O[O]+C=C(O)CC=C(C)[O]_CC(CC=O)OO+C=C(O)C=CC(C)=O,357+1502=77+1503
13962,C4H7O3(188) + C6H9O2(54246) <=> C4H8O3(117) + C6H8O2(54259),CC(C=C[O])OO+C=C(O)CC=C(C)[O]_CC(CC=O)OO+C=C(O)C=CC(C)=O,284+1502=77+1503
13963,C4H7O3(190) + C6H9O2(54246) <=> C4H8O3(117) + C6H8O2(54259),CC(C[C]=O)OO+C=C(O)CC=C(C)[O]_CC(CC=O)OO+C=C(O)C=CC(C)=O,358+1502=77+1503
13964,C4H9O4(213) + C6H9O2(54246) <=> CC(CCOO)OO(120) + C6H8O2(54259),C[C](CCOO)OO+C=C(O)CC=C(C)[O]_CC(CCOO)OO+C=C(O)C=CC(C)=O,76+1502=85+1503
13965,C4H9O4(214) + C6H9O2(54246) <=> CC(CCOO)OO(120) + C6H8O2(54259),CC(C[CH]OO)OO+C=C(O)CC=C(C)[O]_CC(CCOO)OO+C=C(O)C=CC(C)=O,75+1502=85+1503
13966,C[CH]C(C)OO(128) + C6H9O2(54246) <=> CCC(C)OO(143) + C6H8O2(54259),C[CH]C(C)OO+C=C(O)CC=C(C)[O]_CCC(C)OO+C=C(O)C=CC(C)=O,272+1502=60+1503
13967,C4H9O2(130) + C6H9O2(54246) <=> CCC(C)OO(143) + C6H8O2(54259),[CH2]CC(C)OO+C=C(O)CC=C(C)[O]_CCC(C)OO+C=C(O)C=CC(C)=O,72+1502=60+1503
13968,C4H7O3(441) + C6H9O2(54246) <=> C4H8O3(114) + C6H8O2(54259),CC([O])=CCOO+C=C(O)CC=C(C)[O]_CC(=O)CCOO+C=C(O)C=CC(C)=O,277+1502=78+1503
13969,C2H3O(185) + C6H9O2(54246) <=> C2H4O(62) + C6H8O2(54259),C=C[O]+C=C(O)CC=C(C)[O]_CC=O+C=C(O)C=CC(C)=O,24+1502=33+1503
13970,C2H3O(440) + C6H9O2(54246) <=> C2H4O(62) + C6H8O2(54259),C[C]=O+C=C(O)CC=C(C)[O]_CC=O+C=C(O)C=CC(C)=O,23+1502=33+1503
13971,[CH2]CCCOO(59) + C6H9O2(54246) <=> CCCCOO(226)(23) + C6H8O2(54259),[CH2]CCCOO+C=C(O)CC=C(C)[O]_CCCCOO+C=C(O)C=CC(C)=O,71+1502=280+1503
13972,[CH2]CCOO(95) + C6H9O2(54246) <=> CCCOO(224) + C6H8O2(54259),[CH2]CCOO+C=C(O)CC=C(C)[O]_CCCOO+C=C(O)C=CC(C)=O,53+1502=275+1503
13973,C4H9O4(14397) + C6H9O2(54246) <=> C4H10O4(14470) + C6H8O2(54259),[CH2]C(OO)C(C)OO+C=C(O)CC=C(C)[O]_CC(OO)C(C)OO+C=C(O)C=CC(C)=O,315+1502=316+1503
13974,C2H3O(185) + C6H9O2(54246) <=> C2H4O(191) + C6H8O2(54259),C=C[O]+C=C(O)CC=C(C)[O]_C=CO+C=C(O)C=CC(C)=O,24+1502=112+1503
13975,C4H7O2(436) + C6H9O2(54246) <=> C4H8O2(259) + C6H8O2(54259),CC(=O)CC[O]+C=C(O)CC=C(C)[O]_CC(=O)CCO+C=C(O)C=CC(C)=O,86+1502=868+1503
13976,C6H8O3(66215) <=> C6H8O3(18793),C=C(O)CC=C([O])C[O]_C=C(O)CC1OCC1=O,1520=1473
13977,C6H8O3(18778) <=> C2H2O(1052) + C4H6O2(1585),C=C(O)CC([O])C(=C)[O]_C=C=O+C=C(O)CC=O,1472=27+1064
13978,OH(15) + C6H8O3(18778) <=> C6H9O4(57463),[OH]+C=C(O)CC([O])C(=C)[O]_C=C(O)CC(OO)C(=C)[O],18+1472=1509
13979,C6H8O3(18778) <=> C6H8O3(18793),C=C(O)CC([O])C(=C)[O]_C=C(O)CC1OCC1=O,1472=1473
13980,H(14) + C6H9O2(54246) <=> H2(13) + C6H8O2(54259),[H]+C=C(O)CC=C(C)[O]_[H][H]+C=C(O)C=CC(C)=O,17+1502=16+1503
13981,O(5) + C6H9O2(54246) <=> OH(15) + C6H8O2(54259),[O]+C=C(O)CC=C(C)[O]_[OH]+C=C(O)C=CC(C)=O,8+1502=18+1503
13982,C3H5O2(790) + C6H9O2(54246) <=> C3H6O2(466) + C6H8O2(54259),[O]CCC=O+C=C(O)CC=C(C)[O]_O=CCCO+C=C(O)C=CC(C)=O,301+1502=386+1503
13983,C6H9O4(57462) <=> OH(15) + C6H8O3(66248),C=C(O)[CH]C(OO)C(C)=O_[OH]+C=C(O)C1OC1C(C)=O,1508=18+1521
13984,C6H8O3(69919) <=> C6H8O3(66248),C=C(O)[CH]OC=C(C)[O]_C=C(O)C1OC1C(C)=O,1528=1521
13985,OH(15) + C6H8O3(66256) <=> C6H9O4(57462),[OH]+C=C(O)[CH]C([O])C(C)=O_C=C(O)[CH]C(OO)C(C)=O,18+1522=1508
13986,C6H8O3(66256) <=> C6H8O3(66248),C=C(O)[CH]C([O])C(C)=O_C=C(O)C1OC1C(C)=O,1522=1521
13987,C6H8O3(66248) <=> C6H8O3(69916),C=C(O)C1OC1C(C)=O_CC(=O)C1CC(O)=CO1,1521=1527
13988,C6H8O3(69919) <=> C6H8O3(69916),C=C(O)[CH]OC=C(C)[O]_CC(=O)C1CC(O)=CO1,1528=1527
13989,C6H8O3(69969) <=> C6H8O3(69916),CC([O])=CCC(O)=C[O]_CC(=O)C1CC(O)=CO1,1529=1527
13990,C2H2O(1052) + C5H8O3(17935) <=> C7H10O4(23907),C=C=O+O=CCC(=O)CCO_O=C(CCO)CC1OCC1=O,27+1467=1477
13991,C7H11O5(59326) <=> OH(15) + C7H10O4(23907),C=C([O])C(CC(=O)CCO)OO_[OH]+O=C(CCO)CC1OCC1=O,1515=18+1477
13992,C7H10O4(23907) <=> CH2O(9) + C6H8O3(18793),O=C(CCO)CC1OCC1=O_C=O+C=C(O)CC1OCC1=O,1477=12+1473
13993,C7H11O5(57564) <=> HO2(16) + C7H10O3(62779),CC(=O)C(CC(=O)CCO)O[O]_[O]O+CC(=O)C=CC(=O)CCO,1510=19+1516
13994,C7H10O3(62779) <=> CH2O(9) + C6H8O2(54259),CC(=O)C=CC(=O)CCO_C=O+C=C(O)C=CC(C)=O,1516=12+1503
13995,C10H17O7(57688) <=> HO2(16) + C10H16O5(62810),CC(=O)C(CC(=O)CC(O)CC(C)OO)O[O]_[O]O+CC(=O)C=CC(=O)CC(O)CC(C)OO,1512=19+1517
13996,C10H16O5(62810) <=> C4H8O3(117) + C6H8O2(54259),CC(=O)C=CC(=O)CC(O)CC(C)OO_CC(CC=O)OO+C=C(O)C=CC(C)=O,1517=77+1503
13997,[CH2]-2(31) + [CH3](30) <=> C[CH2](20)(20),[CH2]+[CH3]_C[CH2],21+26=32
13998,O2(2) + C[CH]CC(23)(22) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[O][O]+C[CH]CC_[CH2]+[CH2]C(C)OO,5+57=26+356
13999,CCC(C)O[O](94) <=> [CH2]-2(31) + [CH2]C(C)OO(151),CCC(C)O[O]_[CH2]+[CH2]C(C)OO,59=26+356
14000,C4H9O2(130) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[CH2]CC(C)OO_[CH2]+[CH2]C(C)OO,72=26+356
14001,[CH2]-2(31) + CC(CCOO)OO(120) <=> [CH3](30) + C4H9O4(118),[CH2]+CC(CCOO)OO_[CH3]+CC(CCO[O])OO,26+85=21+74
14002,OH(15) + CC1CCO1(75) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[OH]+CC1CCO1_[CH2]+[CH2]C(C)OO,18+68=26+356
14003,HO2(16) + C4H8(47)(19) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[O]O+C=CCC_[CH2]+[CH2]C(C)OO,19+61=26+356
14004,C[CH]C(C)OO(128) <=> [CH2]-2(31) + [CH2]C(C)OO(151),C[CH]C(C)OO_[CH2]+[CH2]C(C)OO,272=26+356
14005,HO2(16) + C4H8(91) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[O]O+CC=CC_[CH2]+[CH2]C(C)OO,19+62=26+356
14006,OH(15) + CC1OC1C(2380) <=> [CH2]-2(31) + [CH2]C(C)OO(151),[OH]+CC1OC1C_[CH2]+[CH2]C(C)OO,18+312=26+356
14007,[CH2]-2(31) + C4H8O3(117) <=> [CH3](30) + C4H7O3(184),[CH2]+CC(CC=O)OO_[CH3]+CC(CC=O)O[O],26+77=21+357
14008,[CH2]-2(31) + OOCCCCOO(653) <=> [CH3](30) + [O]OCCCCOO(193),[CH2]+OOCCCCOO_[CH3]+[O]OCCCCOO,26+305=21+289
14009,[CH2]-2(31) + C4H7O2(4462) <=> [CH3](30) + C4H6O2(4895),[CH2]+[O]CCCC=O_[CH3]+O=CCCC=O,26+297=21+369
14010,CC1CO1(2283) <=> [CH2]-2(31) + C2H4O(62),CC1CO1_[CH2]+CC=O,360=26+33
14011,[CH2]-2(31) + C5H9O4(57443) <=> [CH3](30) + C5H8O4(5178),[CH2]+CC(=O)C(C[CH]O)OO_[CH3]+CC(=O)C(CC=O)OO,26+1507=21+1444
14012,[CH2]-2(31) + C6H9O2(54246) <=> [CH3](30) + C6H8O2(54259),[CH2]+C=C(O)CC=C(C)[O]_[CH3]+C=C(O)C=CC(C)=O,26+1502=21+1503
14013,[CH3](30) + C2H(4) <=> [CH2]-2(31) + C#C(1602),[CH3]+[C]#C_[CH2]+C#C,7+21=26+28
14014,C2H2O(1052) + C8H14O5(18618) <=> C10H16O6(25140),C=C=O+CC(CC(O)CC(=O)CC=O)OO_CC(CC(O)CC(=O)CC1OCC1=O)OO,27+1468=1478
14015,C10H16O6(25140) <=> C4H8O3(117) + C6H8O3(18793),CC(CC(O)CC(=O)CC1OCC1=O)OO_CC(CC=O)OO+C=C(O)CC1OCC1=O,1478=77+1473
14016,C2H2O(1052) + C6H10O3(18742) <=> C8H12O4(36204),C=C=O+CC(O)CC(=O)CC=O_CC(O)CC(=O)CC1OCC1=O,27+1471=1492
14017,C8H12O4(36204) <=> C2H4O(62) + C6H8O3(18793),CC(O)CC(=O)CC1OCC1=O_CC=O+C=C(O)CC1OCC1=O,1492=33+1473
14018,C8H12O4(36204) <=> C2H4O(191) + C6H8O3(18793),CC(O)CC(=O)CC1OCC1=O_C=CO+C=C(O)CC1OCC1=O,1492=112+1473
14019,C8H13O5(57754) <=> HO2(16) + C8H12O3(65927),CC(=O)C(CC(=O)CC(C)O)O[O]_[O]O+CC(=O)C=CC(=O)CC(C)O,1513=19+1519
14020,C8H12O3(65927) <=> C2H4O(62) + C6H8O2(54259),CC(=O)C=CC(=O)CC(C)O_CC=O+C=C(O)C=CC(C)=O,1519=33+1503
14021,C8H12O3(65927) <=> C2H4O(191) + C6H8O2(54259),CC(=O)C=CC(=O)CC(C)O_C=CO+C=C(O)C=CC(C)=O,1519=112+1503
14022,C8H10O3(67317) <=> C2H2O(1052) + C6H8O2(54259),C=C(O)CC(=O)C=CC(C)=O_C=C=O+C=C(O)C=CC(C)=O,1526=27+1503
14023,CO(6) + C8H16O3(2417) <=> C9H16O4(13230),[C-]#[O+]+C=CC(C)C(O)CC(C)OO_C=CC(C)C(O)CC(OO)C(C)=O,9+405=1457
14024,C9H16O4(13230) <=> C4H8(91) + C5H8O4(5178),C=CC(C)C(O)CC(OO)C(C)=O_CC=CC+CC(=O)C(CC=O)OO,1457=62+1444
14025,C10H16O6(66880) <=> C4H8O3(114) + C6H8O3(18793),CC(O)(CCOO)CC(=O)CC1OCC1=O_CC(=O)CCOO+C=C(O)CC1OCC1=O,1525=78+1473
14026,C10H16O5(66853) <=> C4H8O3(114) + C6H8O2(54259),CC(=O)C=CC(=O)CC(C)(O)CCOO_CC(=O)CCOO+C=C(O)C=CC(C)=O,1524=78+1503
14027,C4H7(784) + C5H9O4(57443) <=> C9H16O4(13230),[CH2]C=CC+CC(=O)C(C[CH]O)OO_C=CC(C)C(O)CC(OO)C(C)=O,63+1507=1457
14028,C2H2O(1052) + C5H8O3(18695) <=> C7H10O4(35461),C=C=O+O=CC=C(O)CCO_O=C1COC1C=C(O)CCO,27+1470=1490
14029,C7H10O4(35461) <=> CH2O(9) + C6H8O3(18793),O=C1COC1C=C(O)CCO_C=O+C=C(O)CC1OCC1=O,1490=12+1473
14030,C7H10O4(35461) <=> C7H10O4(23907),O=C1COC1C=C(O)CCO_O=C(CCO)CC1OCC1=O,1490=1477
14031,C10H16O6(66773) <=> C4H8O3(117) + C6H8O3(18793),CC(CC(O)CC(O)=CC1OCC1=O)OO_CC(CC=O)OO+C=C(O)CC1OCC1=O,1523=77+1473
14032,C10H16O6(66773) <=> C10H16O6(25140),CC(CC(O)CC(O)=CC1OCC1=O)OO_CC(CC(O)CC(=O)CC1OCC1=O)OO,1523=1478
14033,C2H2O(1052) + C6H8O3(18806) <=> C8H10O4(35513),C=C=O+C=C(O)CC(O)=CC=O_C=C(O)CC(O)=CC1OCC1=O,27+1474=1491
14034,C8H10O4(35513) <=> C2H2O(1052) + C6H8O3(18793),C=C(O)CC(O)=CC1OCC1=O_C=C=O+C=C(O)CC1OCC1=O,1491=27+1473
14035,C2H2O(1052) + C8H14O5(18619) <=> C10H16O6(66773),C=C=O+CC(CC(O)CC(O)=CC=O)OO_CC(CC(O)CC(O)=CC1OCC1=O)OO,27+1469=1523
14036,CO(6) + C8H16O3(908) <=> C9H16O4(8737),[C-]#[O+]+CC=CCC(O)CC(C)OO_CC=CCC(O)CC(OO)C(C)=O,9+393=1449
14037,C9H16O4(8737) <=> C4H8(47)(19) + C5H8O4(5178),CC=CCC(O)CC(OO)C(C)=O_C=CCC+CC(=O)C(CC=O)OO,1449=61+1444
14038,C9H16O4(13230) <=> C9H16O4(8737),C=CC(C)C(O)CC(OO)C(C)=O_CC=CCC(O)CC(OO)C(C)=O,1457=1449
14039,C5H4O3(38854) <=> C2H2O(1052) + C3H2O2(5233),O=C=CC1OCC1=O_C=C=O+O=C=CC=O,1494=27+1445
14040,C8H10O4(35513) <=> C3H6O(1068) + C5H4O3(38854),C=C(O)CC(O)=CC1OCC1=O_C=C(C)O+O=C=CC1OCC1=O,1491=869+1494
14041,CO(6) + C8H16O6(235) <=> C9H16O7(15803),[C-]#[O+]+CC(C=COC(O)CC(C)OO)OO_CC(=O)C(CC(O)OC=CC(C)OO)OO,9+392=1463
14042,C9H16O7(15803) <=> C4H8O3(117) + C5H8O4(5178),CC(=O)C(CC(O)OC=CC(C)OO)OO_CC(CC=O)OO+CC(=O)C(CC=O)OO,1463=77+1444
14043,C4H7(784) + C5H9O4(57443) <=> C9H16O4(8737),[CH2]C=CC+CC(=O)C(C[CH]O)OO_CC=CCC(O)CC(OO)C(C)=O,63+1507=1449
14044,C4H7O3(188) + C5H9O4(57443) <=> C9H16O7(15803),CC(C=C[O])OO+CC(=O)C(C[CH]O)OO_CC(=O)C(CC(O)OC=CC(C)OO)OO,284+1507=1463
14045,CC([O])CCOO(105) + C4H9O4(118) <=> C4H8O3(116) + CC(CCOO)OO(121),CC([O])CCOO+[CH2]C(CCOO)OO_CC(=O)CCOO+CC(CCOO)OO,1113+1245=78+85
14046,C4H9O4(118) + OOCCCCOO(198) <=> [O]OCCCCOO(101) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+OOCCCCOO_[O]OCCCCOO+CC(CCOO)OO,305+1245=85+289
14047,C4H9O4(118) + CCC(C)OO(80)(27) <=> C4H9O2(28) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CCC(C)OO_CCC(C)O[O]+CC(CCOO)OO,60+1245=59+85
14048,C4H9O4(118) + CCC(C)OO(80)(27) <=> C4H9O2(142) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CCC(C)OO_[CH2]CC(C)OO+CC(CCOO)OO,60+1245=72+85
14049,C4H7O2(304) + C4H9O4(186) <=> C4H6O2(374) + CC(CCOO)OO(121),CC(=O)CC[O]+C[C](CCOO)OO_CC(=O)CC=O+CC(CCOO)OO,76+86=85+286
14050,C4H7O2(304) + C4H9O4(118) <=> C4H6O2(374) + CC(CCOO)OO(121),CC(=O)CC[O]+[CH2]C(CCOO)OO_CC(=O)CC=O+CC(CCOO)OO,86+1245=85+286
14051,C4H9O4(118) <=> OH(15) + C4H8O3(194),[CH2]C(CCOO)OO_[OH]+O=CCCCOO,1245=18+296
14052,[O]CCCCOO(187) + C4H9O4(118) <=> C4H8O3(194) + CC(CCOO)OO(121),[O]CCCCOO+[CH2]C(CCOO)OO_O=CCCCOO+CC(CCOO)OO,295+1245=85+296
14053,OH(15) + OOCCCOO(182) <=> H2O(8) + [O]OCCCOO(104),[OH]+OOCCCOO_O+[O]OCCCOO,18+1531=11+276
14054,OOCCCOO(182) + C[CH]CC(23)(24) <=> [O]OCCCOO(104) + butane(1),OOCCCOO+C[CH]CC_[O]OCCCOO+CCCC,57+1531=4+276
14055,OOCCCOO(182) + [CH2]CCC(24)(19) <=> [O]OCCCOO(104) + butane(1),OOCCCOO+[CH2]CCC_[O]OCCCOO+CCCC,56+1531=4+276
14056,OOCCCOO(182) + C4H9O4(119) <=> [O]OCCCOO(104) + CC(CCOO)OO(121),OOCCCOO+CC(CCO[O])OO_[O]OCCCOO+CC(CCOO)OO,74+1531=85+276
14057,OOCCCOO(182) + C4H9O4(181)(21) <=> [O]OCCCOO(104) + CC(CCOO)OO(121),OOCCCOO+CC(CCOO)O[O]_[O]OCCCOO+CC(CCOO)OO,73+1531=85+276
14058,OOCCCOO(182) + C4H9O4(186) <=> [O]OCCCOO(104) + CC(CCOO)OO(121),OOCCCOO+C[C](CCOO)OO_[O]OCCCOO+CC(CCOO)OO,76+1531=85+276
14059,OOCCCOO(182) + C4H9O4(118) <=> [O]OCCCOO(104) + CC(CCOO)OO(121),OOCCCOO+[CH2]C(CCOO)OO_[O]OCCCOO+CC(CCOO)OO,1245+1531=85+276
14060,OOCCCOO(182) + C4H9O2(28) <=> [O]OCCCOO(104) + CCC(C)OO(80)(27),OOCCCOO+CCC(C)O[O]_[O]OCCCOO+CCC(C)OO,59+1531=60+276
14061,OOCCCOO(182) + C4H9O2(142) <=> [O]OCCCOO(104) + CCC(C)OO(80)(27),OOCCCOO+[CH2]CC(C)OO_[O]OCCCOO+CCC(C)OO,72+1531=60+276
14062,HO2(16) + [O]OCCCOO(104) <=> O2(2) + OOCCCOO(182),[O]O+[O]OCCCOO_[O][O]+OOCCCOO,19+276=5+1531
14063,OOCCCOO(182) <=> HO2(16) + [CH2]CCOO(94),OOCCCOO_[O]O+[CH2]CCOO,1531=19+53
14064,OOCCCOO(182) <=> H(14) + [O]OCCCOO(104),OOCCCOO_[H]+[O]OCCCOO,1531=17+276
14065,[O]OCCCOO(104) + C[CH]CC(23)(24) <=> OOCCCOO(182) + C4H8(126),[O]OCCCOO+C[CH]CC_OOCCCOO+CC=CC,57+276=62+1531
14066,[O]OCCCOO(104) + CC([O])CCOO(105) <=> OOCCCOO(182) + C4H8O3(116),[O]OCCCOO+CC([O])CCOO_OOCCCOO+CC(=O)CCOO,276+1113=78+1531
14067,[O]CCC1CO1(386) + C4H9O2(28) <=> C4H6O2(1469) + CCC(C)OO(80)(27),[O]CCC1CO1+CCC(C)O[O]_O=CCC1CO1+CCC(C)OO,59+1247=60+1248
14068,CC(23) + C4H9O4(118) <=> C[CH2](20)(18) + CC(CCOO)OO(121),CC+[CH2]C(CCOO)OO_C[CH2]+CC(CCOO)OO,31+1245=32+85
14069,[O]CCC1CO1(386) + C4H9O2(142) <=> C4H6O2(1469) + CCC(C)OO(80)(27),[O]CCC1CO1+[CH2]CC(C)OO_O=CCC1CO1+CCC(C)OO,72+1247=60+1248
14070,H2O2(17) + [O]OCCCOO(104) <=> HO2(16) + OOCCCOO(182),OO+[O]OCCCOO_[O]O+OOCCCOO,20+276=19+1531
14071,[O]CCC1CO1(386) + [O]OCCCCOO(101) <=> C4H6O2(1469) + OOCCCCOO(198),[O]CCC1CO1+[O]OCCCCOO_O=CCC1CO1+OOCCCCOO,289+1247=305+1248
14072,[O]OCCCOO(104) + [O]CCCCOO(187) <=> OOCCCOO(182) + C4H8O3(194),[O]OCCCOO+[O]CCCCOO_OOCCCOO+O=CCCCOO,276+295=296+1531
14073,[O]OCCCOO(104) + [CH2]CCC(24)(19) <=> OOCCCOO(182) + C4H8(47)(20),[O]OCCCOO+[CH2]CCC_OOCCCOO+C=CCC,56+276=61+1531
14074,[O]OCCCOO(104) + C[CH]CC(23)(24) <=> OOCCCOO(182) + C4H8(47)(20),[O]OCCCOO+C[CH]CC_OOCCCOO+C=CCC,57+276=61+1531
14075,[CH2]COO(53) + [O]CCC1CO1(386) <=> CCOO(54)(25) + C4H6O2(1469),[CH2]COO+[O]CCC1CO1_CCOO+O=CCC1CO1,181+1247=39+1248
14076,C[CH2](20)(18) + [O]OCCCOO(104) <=> C2H4(11) + OOCCCOO(182),C[CH2]+[O]OCCCOO_C=C+OOCCCOO,32+276=14+1531
14077,[CH2]CC(35) + [O]OCCCOO(104) <=> C3H6(12) + OOCCCOO(182),[CH2]CC+[O]OCCCOO_C=CC+OOCCCOO,48+276=15+1531
14078,[O]OCCCOO(104) + [O]CCC1CO1(386) <=> OOCCCOO(182) + C4H6O2(1469),[O]OCCCOO+[O]CCC1CO1_OOCCCOO+O=CCC1CO1,276+1247=1248+1531
14079,CC[O](54) + [O]OCCCOO(104) <=> C2H4O(57) + OOCCCOO(182),CC[O]+[O]OCCCOO_CC=O+OOCCCOO,40+276=33+1531
14080,O2(2) + [CH2]CCOO(94) <=> O(5) + [O]CCCOO(359),[O][O]+[CH2]CCOO_[O]+[O]CCCOO,5+53=8+1533
14081,[O]OCCCOO(104) <=> O(5) + [O]CCCOO(359),[O]OCCCOO_[O]+[O]CCCOO,276=8+1533
14082,OOCCCOO(182) <=> OH(15) + [O]CCCOO(359),OOCCCOO_[OH]+[O]CCCOO,1531=18+1533
14083,[O]CCCOO(359) <=> O(5) + [CH2]CCOO(94),[O]CCCOO_[O]+[CH2]CCOO,1533=8+53
14084,[O]CCCOO(359) <=> CH2O(9) + [CH2]COO(53),[O]CCCOO_C=O+[CH2]COO,1533=12+181
14085,[O]OCCCOO(104) + C4H7O2(304) <=> OOCCCOO(182) + C4H6O2(374),[O]OCCCOO+CC(=O)CC[O]_OOCCCOO+CC(=O)CC=O,86+276=286+1531
14086,CCO[O](28)(26) + OOCCCOO(182) <=> CCOO(54)(25) + [O]OCCCOO(104),CCO[O]+OOCCCOO_CCOO+[O]OCCCOO,38+1531=39+276
14087,[O]OCCCOO(104) + OOCCCCOO(198) <=> OOCCCOO(182) + [O]OCCCCOO(101),[O]OCCCOO+OOCCCCOO_OOCCCOO+[O]OCCCCOO,276+305=289+1531
14088,[CH2]COO(53) + OOCCCOO(182) <=> CCOO(54)(25) + [O]OCCCOO(104),[CH2]COO+OOCCCOO_CCOO+[O]OCCCOO,181+1531=39+276
14089,O(5) + CC(CCOO)OO(121) <=> OH(15) + C4H9O4(186),[O]+CC(CCOO)OO_[OH]+C[C](CCOO)OO,8+85=18+76
14090,O(5) + CC(CCOO)OO(121) <=> OH(15) + C4H9O4(118),[O]+CC(CCOO)OO_[OH]+[CH2]C(CCOO)OO,8+85=18+1245
14091,O(5) + OOCCCOO(182) <=> OH(15) + [O]OCCCOO(104),[O]+OOCCCOO_[OH]+[O]OCCCOO,8+1531=18+276
14092,O(5) + [O]CCC1CO1(386) <=> OH(15) + C4H6O2(1469),[O]+[O]CCC1CO1_[OH]+O=CCC1CO1,8+1247=18+1248
14093,OH(15) + C4H6O2(1469) <=> OH(15) + C4H6O2(374),[OH]+O=CCC1CO1_[OH]+CC(=O)CC=O,18+1248=18+286
14094,CCCOO(159) + C4H9O4(118) <=> [CH2]CCOO(94) + CC(CCOO)OO(121),CCCOO+[CH2]C(CCOO)OO_[CH2]CCOO+CC(CCOO)OO,275+1245=53+85
14095,CCCOO(159) + C4H9O4(118) <=> CCCO[O](58) + CC(CCOO)OO(121),CCCOO+[CH2]C(CCOO)OO_CCCO[O]+CC(CCOO)OO,275+1245=51+85
14096,CCCO[O](58) + OOCCCOO(182) <=> [O]OCCCOO(104) + CCCOO(159),CCCO[O]+OOCCCOO_[O]OCCCOO+CCCOO,51+1531=275+276
14097,[CH2]CCOO(94) + OOCCCOO(182) <=> [O]OCCCOO(104) + CCCOO(159),[CH2]CCOO+OOCCCOO_[O]OCCCOO+CCCOO,53+1531=275+276
14098,CCCO[O](58) + [O]CCC1CO1(386) <=> CCCOO(159) + C4H6O2(1469),CCCO[O]+[O]CCC1CO1_CCCOO+O=CCC1CO1,51+1247=275+1248
14099,[CH2]CCOO(94) + [O]CCC1CO1(386) <=> CCCOO(159) + C4H6O2(1469),[CH2]CCOO+[O]CCC1CO1_CCCOO+O=CCC1CO1,53+1247=275+1248
14100,CO[O](30)(32) + OOCCCOO(182) <=> COO(31) + [O]OCCCOO(104),CO[O]+OOCCCOO_COO+[O]OCCCOO,36+1531=37+276
14101,C[O](151) + [O]OCCCOO(104) <=> CH2O(9) + OOCCCOO(182),C[O]+[O]OCCCOO_C=O+OOCCCOO,30+276=12+1531
14102,OH(15) + C4H7O2(1340) <=> C4H8O3(194),[OH]+[O]CCCC=O_O=CCCCOO,18+297=296
14103,CC(23) + [O]OCCCOO(104) <=> C[CH2](20)(18) + OOCCCOO(182),CC+[O]OCCCOO_C[CH2]+OOCCCOO,31+276=32+1531
14104,[O]OCCCOO(104) + C4H7O2(1340) <=> OOCCCOO(182) + C4H6O2(4683),[O]OCCCOO+[O]CCCC=O_OOCCCOO+O=CCCC=O,276+297=369+1531
14105,OH(15) + C4H7O2(1340) <=> CO(6) + CCCOO(159),[OH]+[O]CCCC=O_[C-]#[O+]+CCCOO,18+297=9+275
14106,C4H7O2(1340) + C4H9O4(118) <=> C4H6O2(4683) + CC(CCOO)OO(121),[O]CCCC=O+[CH2]C(CCOO)OO_O=CCCC=O+CC(CCOO)OO,297+1245=85+369
14107,[CH2]COO(53) + C4H7O2(1340) <=> CCOO(54)(25) + C4H6O2(4683),[CH2]COO+[O]CCCC=O_CCOO+O=CCCC=O,181+297=39+369
14108,C4H9O4(118) + CC(CCOO)OO(121) <=> C4H9O4(186) + CC(CCOO)OO(121),[CH2]C(CCOO)OO+CC(CCOO)OO_C[C](CCOO)OO+CC(CCOO)OO,85+1245=76+85
14109,[CH2]COO(53) + CC(CCOO)OO(121) <=> CCOO(54)(25) + C4H9O4(186),[CH2]COO+CC(CCOO)OO_CCOO+C[C](CCOO)OO,85+181=39+76
14110,CCOO(54)(25) + C4H9O4(118) <=> [CH2]COO(53) + CC(CCOO)OO(121),CCOO+[CH2]C(CCOO)OO_[CH2]COO+CC(CCOO)OO,39+1245=85+181
14111,C3H6O(438) + C4H9O4(118) <=> C3H5O(307) + CC(CCOO)OO(121),C=C(C)O+[CH2]C(CCOO)OO_C=C(C)[O]+CC(CCOO)OO,869+1245=43+85
14112,O(5) + C3H6O(438) <=> OH(15) + C3H5O(307),[O]+C=C(C)O_[OH]+C=C(C)[O],8+869=18+43
14113,C3H5O(307) + CC([O])CCOO(105) <=> C3H6O(438) + C4H8O3(116),C=C(C)[O]+CC([O])CCOO_C=C(C)O+CC(=O)CCOO,43+1113=78+869
14114,C3H6O(438) + [O]OCCCOO(104) <=> C3H5O(307) + OOCCCOO(182),C=C(C)O+[O]OCCCOO_C=C(C)[O]+OOCCCOO,276+869=43+1531
